time,value
0.0,-3.217539305605353e-17
0.0010000000000000002,8.5947069035802e-06
0.0019999999999999987,0.00016195529983132852
0.0030000000000000014,0.0008042526669761122
0.0040000000000000036,0.0024002001953871044
0.0049999999999999975,0.005694288293770885
0.0059999999999999915,0.011595982232625061
0.006999999999999985,0.021352229789654734
0.00799999999999998,0.03643136981028993
0.008999999999999973,0.058362270912129
0.009999999999999967,0.08923517121304439
0.010999999999999961,0.13087518506839585
0.011999999999999955,0.1852913404433875
0.012999999999999949,0.2545045661698681
0.013999999999999943,0.34015301654364516
0.014999999999999937,0.44488685972899267
0.015999999999999945,0.5703511949826362
0.016999999999999973,0.7185205290630304
0.018000000000000002,0.8914142465571468
0.01900000000000003,1.090982712744029
0.02000000000000006,1.3200653485991969
0.021000000000000088,1.580378407750473
0.022000000000000117,1.8742376953739603
0.023000000000000145,2.20306372596371
0.024000000000000174,2.5699510322178223
0.025000000000000203,2.978307676225206
0.02600000000000023,3.429695650372798
0.02700000000000026,3.9265129403844283
0.02800000000000029,4.469821324469233
0.029000000000000317,5.062814189618495
0.030000000000000346,5.708817525353866
0.031000000000000374,6.408303037743738
0.0320000000000004,7.162729030827187
0.03300000000000043,7.971765426937019
0.03400000000000046,8.837894565169128
0.03500000000000049,9.763775254101997
0.03600000000000052,10.748771736703741
0.037000000000000546,11.793812584691661
0.038000000000000575,12.897978342722489
0.039000000000000604,14.063994054874048
0.04000000000000063,15.294825581082897
0.04100000000000066,16.589639881088207
0.04200000000000069,17.949465667064977
0.04300000000000072,19.3731499317441
0.04400000000000075,20.863745610617123
0.045000000000000775,22.424614301471756
0.046000000000000804,24.054591456118782
0.04700000000000083,25.75464000775171
0.04800000000000086,27.52306356950423
0.04900000000000089,29.362951312173728
0.05000000000000092,31.277541161907543
0.05100000000000095,33.2651478544321
0.052000000000000976,35.32645876676683
0.053000000000001005,37.458853938956494
0.05400000000000103,39.665178532087644
0.05500000000000106,41.94846901070572
0.05600000000000109,44.305905830620645
0.05700000000000112,46.737550732784904
0.05800000000000115,49.240355662798756
0.059000000000001177,51.81752957802726
0.060000000000001205,54.472671560484116
0.061000000000001234,57.20107893949565
0.06200000000000126,59.991618555403136
0.06300000000000122,62.82929732733949
0.06400000000000111,65.70704520275153
0.065000000000001,68.6167642149154
0.06600000000000089,71.5444200876053
0.06700000000000078,74.47844258221762
0.06800000000000067,77.40509360768294
0.06900000000000056,80.3152162378195
0.07000000000000045,83.19930659632541
0.07100000000000034,86.04461245495402
0.07200000000000023,88.84110082706243
0.07300000000000012,91.5784975517088
0.07400000000000001,94.24992841481802
0.0749999999999999,96.84781196107168
0.07599999999999979,99.36542070687615
0.07699999999999968,101.79665843433793
0.07799999999999957,104.13587756037055
0.07899999999999946,106.37755061325191
0.07999999999999935,108.51664507388541
0.08099999999999924,110.54915424095975
0.08199999999999913,112.4806025536919
0.08299999999999902,114.31734384323698
0.08399999999999891,116.06320833711577
0.0849999999999988,117.72202370944744
0.08599999999999869,119.29778787456472
0.08699999999999858,120.79460702727278
0.08799999999999847,122.2166079674736
0.08899999999999836,123.56785887999021
0.08999999999999825,124.85216936254918
0.09099999999999814,126.07334944755647
0.09199999999999803,127.23500278639142
0.09299999999999792,128.3405050856431
0.09399999999999781,129.39296153189588
0.0949999999999977,130.39526169304466
0.09599999999999759,131.34996642766896
0.09699999999999748,132.2593800451988
0.09799999999999737,133.12556759309808
0.09899999999999726,133.9503677703683
0.09999999999999715,134.73549449691524
0.10099999999999704,135.48248574767976
0.10199999999999693,136.1928299483327
0.10299999999999682,136.8679633173395
0.1039999999999967,137.50934441753705
0.1049999999999966,138.11839755817005
0.10599999999999649,138.69662656162
0.10699999999999638,139.2455515096851
0.10799999999999627,139.76672190093544
0.10899999999999616,140.26169646225674
0.10999999999999605,140.73199567732732
0.11099999999999594,141.17912340928834
0.11199999999999583,141.6045051285501
0.11299999999999571,142.009471329225
0.1139999999999956,142.3952249605517
0.1149999999999955,142.76287840190759
0.11599999999999538,143.11338025951585
0.11699999999999527,143.44756185543324
0.11799999999999516,143.7661374774152
0.11899999999999505,144.06971897003226
0.11999999999999494,144.35886030698927
0.12099999999999483,144.63404300772535
0.12199999999999472,144.89572823183954
0.12299999999999461,145.1443744481921
0.1239999999999945,145.38046352425775
0.1249999999999944,145.60447890968402
0.12599999999999428,145.8169626528749
0.12699999999999417,146.0184849134518
0.12799999999999406,146.20964548782007
0.12899999999999395,146.39106726360293
0.12999999999999384,146.5633630273486
0.13099999999999373,146.727151761159
0.13199999999999362,146.8830189660775
0.1329999999999935,147.0315075844695
0.1339999999999934,147.17309884008742
0.1349999999999933,147.30823140239946
0.13599999999999318,147.4372596233318
0.13699999999999307,147.56047868903605
0.13799999999999296,147.67812480041573
0.13899999999999285,147.79038232568902
0.13999999999999274,147.89741037674557
0.14099999999999263,147.99933247772228
0.14199999999999252,148.0962682662841
0.1429999999999924,148.18834195558526
0.1439999999999923,148.275698685454
0.1449999999999922,148.3584909683181
0.14599999999999208,148.436912188612
0.14699999999999197,148.51117839504138
0.14799999999999186,148.58152943042307
0.14899999999999175,148.64822444095026
0.14999999999999164,148.71152254657943
0.15099999999999153,148.77169169714676
0.15199999999999142,148.8289853001037
